"Time","Ciudad Vieja","Punta Carretas","Curva de Maroñas","La Blanqueada","Prado","Lezica","Casavalle","Carrasco","Manga","Cerro","Malvín","La Esperanza","Santiago Vázquez","Colón","Paso de la Arena"
2024-12-06 01:26:53,,,,0.00,,,,,,,,,,,
2024-12-06 01:27:08,0.00,,,,,,,,,,,,,,
2024-12-06 01:27:25,,,,,,,,,0.00,,,,,,
2024-12-06 01:29:03,,,,,,,0.00,,,,,,,,
2024-12-06 01:29:56,,,,,,,,,,,,,0.00,,
2024-12-06 01:29:57,,,,,,,,0.00,,,,,,,
2024-12-06 01:30:22,,,,,,,,,,0.00,,,,,
2024-12-06 01:30:30,,,,,0.00,,,,,,,,,,
2024-12-06 01:30:38,,,,,,0.00,,,,,,,,,
2024-12-06 01:31:00,,,,,,,,,,,0.00,,,,
2024-12-06 01:31:02,,,,,,,,,,,,0.00,,,
2024-12-06 01:31:15,,,,,,,,,,,,,,0.00,
2024-12-06 01:31:33,,,,,,,,,,,,,,,0.00
2024-12-06 01:31:34,,0.00,0.00,,,,,,,,,,,,
2024-12-06 01:31:53,,,,0.00,,,,,,,,,,,
2024-12-06 01:32:07,0.00,,,,,,,,,,,,,,
2024-12-06 01:32:25,,,,,,,,,0.00,,,,,,
2024-12-06 01:34:03,,,,,,,0.00,,,,,,,,
2024-12-06 01:34:56,,,,,,,,,,,,,0.00,,
2024-12-06 01:34:57,,,,,,,,0.00,,,,,,,
2024-12-06 01:35:22,,,,,,,,,,0.00,,,,,
2024-12-06 01:35:30,,,,,0.00,,,,,,,,,,
2024-12-06 01:35:38,,,,,,0.00,,,,,,,,,
2024-12-06 01:36:00,,,,,,,,,,,0.00,,,,
2024-12-06 01:36:02,,,,,,,,,,,,0.00,,,
2024-12-06 01:36:16,,,,,,,,,,,,,,0.00,
2024-12-06 01:36:33,,,,,,,,,,,,,,,0.00
2024-12-06 01:36:34,,0.00,0.00,,,,,,,,,,,,
2024-12-06 01:36:53,,,,0.00,,,,,,,,,,,
2024-12-06 01:37:08,0.00,,,,,,,,,,,,,,
2024-12-06 01:37:25,,,,,,,,,0.00,,,,,,
2024-12-06 01:39:03,,,,,,,0.00,,,,,,,,
2024-12-06 01:39:56,,,,,,,,,,,,,0.00,,
2024-12-06 01:39:57,,,,,,,,0.00,,,,,,,
2024-12-06 01:40:22,,,,,,,,,,0.00,,,,,
2024-12-06 01:40:30,,,,,0.00,,,,,,,,,,
2024-12-06 01:40:38,,,,,,0.00,,,,,,,,,
2024-12-06 01:41:00,,,,,,,,,,,0.00,,,,
2024-12-06 01:41:02,,,,,,,,,,,,0.00,,,
2024-12-06 01:41:16,,,,,,,,,,,,,,0.00,
2024-12-06 01:41:33,,,,,,,,,,,,,,,0.00
2024-12-06 01:41:34,,0.00,0.00,,,,,,,,,,,,
2024-12-06 01:41:53,,,,0.00,,,,,,,,,,,
2024-12-06 01:42:07,0.00,,,,,,,,,,,,,,
2024-12-06 01:42:25,,,,,,,,,0.00,,,,,,
2024-12-06 01:44:03,,,,,,,0.00,,,,,,,,
2024-12-06 01:44:56,,,,,,,,,,,,,0.00,,
2024-12-06 01:44:57,,,,,,,,0.00,,,,,,,
2024-12-06 01:45:22,,,,,,,,,,0.00,,,,,
2024-12-06 01:45:30,,,,,0.00,,,,,,,,,,
2024-12-06 01:45:38,,,,,,0.00,,,,,,,,,
2024-12-06 01:46:00,,,,,,,,,,,0.00,,,,
2024-12-06 01:46:02,,,,,,,,,,,,0.00,,,
